cond,seed,delay_ms,jitter_ms,p_drop,rms,p50,p90,p99,max,jerk
A1,4,100.0,100.0,0.1,3.379617396587981,2.1840223582456986,5.604327621244285,8.432317436850093,11.441492905024035,44795.56422637668
A2,4,100.0,100.0,0.1,3.7411151832704177,2.0431124715105824,6.3831043587140215,9.551792533077196,13.631368824985856,48853.308259858306
A3,4,100.0,100.0,0.1,3.083381128595631,1.7033780029423202,5.284523428307598,8.150167666096408,11.972513571779288,35392.977555833044
naive,-1,100.0,100.0,0.3,8.738782364750087,6.7490107624362095,13.234003712132306,19.37655308205343,28.39705468260229,51532.47255477635
A0,0,100.0,100.0,0.3,5.9762035350006855,3.5337459883133278,10.123408223057561,16.904138335418548,21.942442287176405,70611.7729532012
A1,0,100.0,100.0,0.3,3.2767275335464405,2.045099904108279,5.794950568944761,8.494881751120209,13.950864278254855,52673.6193604423
A2,0,100.0,100.0,0.3,5.254651386527613,3.768105581907681,8.450476888613585,11.37071576288445,16.5696508167337,65036.654672516685
A3,0,100.0,100.0,0.3,3.5420863190263243,2.1643644703039797,6.345312610739138,8.42978262039811,10.610425931952932,55249.39338283383
A0,1,100.0,100.0,0.3,8.329693039968637,6.08318965530447,13.863152944701042,18.20506343596885,29.42392304188985,52581.52217057004
A1,1,100.0,100.0,0.3,3.839081750675728,2.3322023780074894,6.238882312341095,10.06646940718924,15.30387922472677,49425.6074802856
A2,1,100.0,100.0,0.3,5.315425303241361,3.7817551758866066,8.766636609108394,10.594142361107188,17.78741596574136,67407.18554026705
A3,1,100.0,100.0,0.3,3.0467367380970507,1.5041438977715795,5.501825715444279,8.657876576543392,11.689503761097455,42785.47283750862
A0,2,100.0,100.0,0.3,4.86795787995215,2.8557491025847526,8.891922756568619,11.038724662143181,12.674021633160208,67766.35660306075
A1,2,100.0,100.0,0.3,3.8629469666318044,2.4694649674043965,5.604550131564594,11.049181573529802,16.968597080242873,60895.42244325985
A2,2,100.0,100.0,0.3,4.637772122585219,2.888109975954682,8.300874837239766,10.189841378667827,12.80472513759392,81605.62188247291
A3,2,100.0,100.0,0.3,3.4591023253642255,2.2025415952751928,5.9844910005510075,8.18832260173374,10.42689002455505,44734.90239761089
A0,3,100.0,100.0,0.3,7.721090845879384,5.009233438227089,12.913006674834918,18.335228890744954,29.435487896508562,58765.784829416
A1,3,100.0,100.0,0.3,2.782449998777372,1.70408957457857,4.797558897095523,7.183277378014831,8.63117413440169,42704.3776909821
A2,3,100.0,100.0,0.3,4.985011574377092,2.945684647410611,8.415431167001287,13.376021935300775,16.2642459362271,75961.01114503834
A3,3,100.0,100.0,0.3,2.8066382075154235,1.3092911314324738,4.5392390984170605,8.117517023649247,10.640767506768967,37983.62827746207
A0,4,100.0,100.0,0.3,4.908097259153877,2.6491505429716398,8.854647356609684,13.2262188273238,23.21130585199076,68994.75818372377
A1,4,100.0,100.0,0.3,3.237827804258554,1.6301326590088554,6.221478256498386,7.630022474338233,9.025681708272245,41797.295783321926
A2,4,100.0,100.0,0.3,4.485399814676931,3.03056128572968,7.5340455048625286,11.0840122676854,14.669367400282326,60214.77234680962
A3,4,100.0,100.0,0.3,2.918922045342084,1.6920070210939997,5.298563056150404,7.087725052136254,8.752141571489759,48008.4855810804
